stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
00470,,"Edwin Street (east side of Waverley)",,  44.246597, -76.611088,,,0,
00471,,"Mulcaster Street (east side of Norman Rogers)",,  44.235324, -76.522916,,,0,
00472,,"Van Order Drive (north side of Norman Rogers)",,  44.233857, -76.515842,,,0,
00473,,"Norman Rogers Drive (west side of Van Order)",,  44.233809, -76.516246,,,0,
00474,,"MacPherson Avenue (west side of Van Order)",,  44.235737, -76.518112,,,0,
00475,,"MacPherson Avenue (east side of Van Order)",,  44.235696, -76.517849,,,0,
00476,,"Casterton Avenue (west side of Norman Rogers)",,  44.237792, -76.523314,,,0,
00477,,"Casterton Avenue (east side of Norman Rogers)",,  44.237788, -76.523156,,,0,
00478,,"306 Norman Rogers Drive (west side)",,  44.236569, -76.523192,,,0,
00479,,"Byron Crescent (east side of Norman Rogers)",,  44.236304, -76.523007,,,0,
00480,,"Mulcaster Street (west side of Norman Rogers)",,  44.235288, -76.523076,,,0,
00481,,"219 Norman Rogers Drive (east side)",,  44.233762, -76.522767,,,0,
00482,,"215 Norman Rogers Drive (west side)",,  44.233470, -76.522898,,,0,
00483,,"Silver Street (west side of Roden)",,  44.232053, -76.522768,,,0,
00484,,"Silver Street (east side of Roden)",,  44.231898, -76.522577,,,0,
00485,,"Johnson Street (west side of Roden)",,  44.230766, -76.522635,,,0,
00486,,"Johnson Street (east side of Roden)",,  44.230618, -76.522445,,,0,
00487,,"Mowat Avenue (south side of Johnson)",,  44.230402, -76.521140,,,0,
00488,,"Mowat Avenue (east side of Johnson)",,  44.230560, -76.520843,,,0,
00489,,"394 Yonge Street (west side of Yonge)",,  44.230315, -76.518549,,,0,
00490,,"Portsmouth Avenue (north side of Johnson)",,  44.230138, -76.526656,,,0,
00491,,"Portsmouth Avenue (south side of Johnson)",,  44.229993, -76.526740,,,0,
00492,,"Johnson Street (west side of Robert Wallace)",,  44.230336, -76.528136,,,0,
00493,,"Johnson Street (east side of Robert Wallace)",,  44.230320, -76.527945,,,0,
00494,,"Richardson Drive (west side of Robert Wallace)",,  44.231536, -76.528195,,,0,
00495,,"Richardson Drive (east side of Robert Wallace)",,  44.231482, -76.528032,,,0,
00496,,"Strachan Avenue (east side of Robert Wallace)",,  44.233197, -76.527487,,,0,
00497,,"Ross Street (west side of Robert Wallace)",,  44.233460, -76.527769,,,0,
00498,,"Metcalfe Avenue (west side of Van Order)",,  44.237415, -76.520021,,,0,
00499,,"164 Van Order Drive (south side)",,  44.238487, -76.522312,,,0,
00500,,"Machar Place (north side of Van Order)",,  44.238532, -76.521828,,,0,
00502,,"Miles Avenue (north side of Robert Wallace)",,  44.234694, -76.528255,,,0,
00503,,"Miles Avenue (south side of Robert Wallace)",,  44.234602, -76.528359,,,0,
00504,,"Polson Park School (south side of Robert Wallace)",,  44.234751, -76.529552,,,0,
00505,,"Polson Park School (north side of Robert Wallace)",,  44.234854, -76.529637,,,0,
00506,,"Elmwood Street (east side of Portsmouth)",,  44.241150, -76.529012,,,0,
00507,,"Queen Mary Road (south side of Robert Wallace)",,  44.234415, -76.532866,,,0,
00508,,"Portsmouth Avenue (north side of Bath)",,  44.239456, -76.530335,,,0,
00509,,"Grenville Road (north side of Bath)",,  44.239028, -76.533643,,,0,
00510,,"Queen Mary Road (north side of Bath)",,  44.238767, -76.536891,,,0,
00511,,"Queen Mary Road (south side of Bath)",,  44.238630, -76.535489,,,0,
00512,,"Bath Road (east side of Armstrong)",,  44.238793, -76.542075,,,0,
00513,,"Bath Road (west side of Armstrong)",,  44.238969, -76.542277,,,0,
00515,,"Cataraqui Woods Drive (west side of Gardiners)",,  44.267401, -76.569124,,,0,
00516,,"Kingsdale Avenue (east side of Armstrong)",,  44.241925, -76.542971,,,0,
00517,,"Armstrong Road (south side of Kingsdale)",,  44.241898, -76.543569,,,0,
00518,,"Owens Crescent (south side of Kingsdale)",,  44.241535, -76.547584,,,0,
00519,,"259 Kingsdale Avenue (north side)",,  44.241667, -76.547698,,,0,
00520,,"Lake Ontario Park (south side of King)",,  44.220156, -76.529289,,,0,
00521,,"Country Club Drive (north side of King)",,  44.220377, -76.529336,,,0,
00527,,"1600 Bath Road (south side of Bath)",,  44.236900, -76.563545,,,0,
00528,,"1600 Bath Road (north side of Bath)",,  44.237226, -76.563883,,,0,
00530,,"723 Aylmer Crescent (west side)",,  44.246437, -76.615531,,,0,
00531,,"761 Aylmer Crescent (west side)",,  44.248057, -76.614557,,,0,
00532,,"1347 Waverley Crescent (south side)",,  44.245459, -76.613842,,,0,
00533,,"809 Aylmer Crescent (north side)",,  44.249568, -76.611876,,,0,
00534,,"Sunny Acres Road (south side of Front)",,  44.218536, -76.565212,,,0,
00535,,"Sunny Acres Road (north side of Front)",,  44.218757, -76.564675,,,0,
00536,,"Bishop Street (north side of Front)",,  44.218616, -76.567106,,,0,
00537,,"Bishop Street (south side of Front)",,  44.218419, -76.567326,,,0,
00539,,"Crystal Springs (north side of Front)",,  44.218328, -76.572445,,,0,
00540,,"Woodside Drive (west side of Mona)",,  44.252799, -76.602313,,,0,
00542,,"234 Glen Castle Road (east side)",,  44.223467, -76.578291,,,0,
00545,,"Glen Castle Road (west side of Chelsea)",,  44.219714, -76.574224,,,0,
00546,,"Evelyn Street (east side of Lakeview)",,  44.221088, -76.571787,,,0,
00547,,"Evelyn Street (west side of Lakeview)",,  44.221423, -76.571973,,,0,
00548,,"Old Colony Road (north side of Ridley)",,  44.254004, -76.577329,,,0,
00549,,"Meadowcrest Road (east side of Lakeview)",,  44.223854, -76.572035,,,0,
00550,,"279 Lakeview Avenue (west side)",,  44.225488, -76.572335,,,0,
00551,,"278 Lakeview Avenue (east side)",,  44.225497, -76.572177,,,0,
00552,,"Sutton Mills Court (west side of Ridley)",,  44.255811, -76.576037,,,0,
00553,,"Truedell Road (north side of Development)",,  44.240838, -76.579841,,,0,
00554,,"Acron Street (west side of McEwen)",,  44.231373, -76.574027,,,0,
00555,,"Acron Street (east side of McEwen)",,  44.231627, -76.573900,,,0,
00556,,"Castell Road (west side of McEwen)",,  44.235649, -76.574479,,,0,
00557,,"Castell Road (east side of McEwen)",,  44.235412, -76.574268,,,0,
00558,,"Bath Road (west side of McEwen)",,  44.237006, -76.574606,,,0,
00559,,"Bath Road (east side of McEwen)",,  44.237437, -76.574408,,,0,
00560,,"Frontenac Secondary School (south side of Bath)",,  44.237610, -76.577111,,,0,
00562,,"Vista Drive (south side of Bath)",,  44.237150, -76.582642,,,0,
00563,,"Roosevelt Drive (east side of Knightsbridge)",,  44.233443, -76.578589,,,0,
00564,,"Vista Drive (north side of Roosevelt)",,  44.234445, -76.583723,,,0,
00565,,"420 Glen Castle Road (south side)",,  44.231647, -76.579155,,,0,
00566,,"860 Norwest Road (north side)",,  44.257436, -76.574692,,,0,
00567,,"Henderson Boulevard (east side of McEwen)",,  44.228501, -76.573612,,,0,
00568,,"Henderson Boulevard (west side of McEwen)",,  44.228358, -76.573784,,,0,
00569,,"Henderson Boulevard (east side of Glen Castle)",,  44.227960, -76.579421,,,0,
00570,,"Springfield Drive (west side of Roosevelt)",,  44.229770, -76.588675,,,0,
00571,,"672 Roosevelt Drive (west side)",,  44.231817, -76.588691,,,0,
00572,,"Trimble Gate (north side of Roosevelt)",,  44.234859, -76.586932,,,0,
00575,,"Conservatory Pond (south side of Coverdale)",,  44.237248, -76.592189,,,0,
00576,,"Evangeline Avenue (north side of Acadia)",,  44.232406, -76.594364,,,0,
00577,,"Barnsley Crescent (north side of Acadia)",,  44.232308, -76.596425,,,0,
00578,,"Sackville Crescent (east side of Acadia)",,  44.233124, -76.598098,,,0,
00579,,"Citation Crescent (east side of Acadia)",,  44.235078, -76.598488,,,0,
00580,,"Acadia Drive (east side of Walden)",,  44.236959, -76.597453,,,0,
00581,,"Coverdale Drive (east side of Walden)",,  44.237878, -76.597757,,,0,
00582,,"649 Davis Drive (west side)",,  44.253940, -76.567028,,,0,
00583,,"Muirfield Crescent (north side of Davis)",,  44.256299, -76.561609,,,0,
00585,,"Russell Street (east side of Montreal)",,  44.244562, -76.487508,,,0,
00586,,"Centennial Drive (north side of Davis)",,  44.256310, -76.559769,,,0,
00587,,"589 Roosevelt Drive (south side)",,  44.234726, -76.586661,,,0,
00588,,"543 Roosevelt Drive (south side)",,  44.234408, -76.584436,,,0,
00589,,"745 Davis Drive (north side)",,  44.256026, -76.564287,,,0,
00590,,"425 Knightsbridge Road (west side)",,  44.233183, -76.578825,,,0,
00591,,"Bigham Crourt (south side of Davis)",,  44.252886, -76.564196,,,0,
00592,,"419 Glen Castle Road (north side)",,  44.231768, -76.579021,,,0,
00593,,"Whistler Terrace (south side of Davis)",,  44.252265, -76.561975,,,0,
00594,,"Henderson Boulevard (west side of Glen Castle)",,  44.228306, -76.579592,,,0,
00595,,"Bexley Gate (south side of Davis)",,  44.251693, -76.560597,,,0,
00596,,"Chelsea Road (west side of Glen Castle)",,  44.226096, -76.579404,,,0,
00597,,"McKay Street (south side of Development)",,  44.241275, -76.576584,,,0,
00598,,"McKay Street (north side of Development)",,  44.241267, -76.577127,,,0,
00599,,"Brookside Drive (north side of Prince Charles)",,  44.247104, -76.608523,,,0,
00600,,"High Gate Park Drive (north side of Prince Charles",,  44.247389, -76.604524,,,0,
00601,,"Taylor-Kidd Boulevard (west side of Liston)",,  44.251745, -76.594507,,,0,
00602,,"865 Lancaster Drive (west side)",,  44.254793, -76.589856,,,0,
00603,,"917 Lancaster Drive (south side)",,  44.256415, -76.591421,,,0,
00604,,"Chancery Street (south side of Lancaster)",,  44.256230, -76.594409,,,0,
00606,,"745 Progress Avenue (south side)",,  44.247083, -76.574215,,,0,
00607,,"740 Progress Avenue (north side)",,  44.247203, -76.574163,,,0,
00608,,"Justus Drive (south side of Development)",,  44.241579, -76.572156,,,0,
00609,,"Justus Drive (north side of Development)",,  44.241709, -76.572600,,,0,
00610,,"670 Development Drive (north side)",,  44.241834, -76.569241,,,0,
00611,,"Gardiners Road (south side of Development)",,  44.241703, -76.567993,,,0,
00612,,"Development Drive (east side of Gardiners)",,  44.241693, -76.567589,,,0,
00614,,"660 Progress Avenue (north side)",,  44.246695, -76.569284,,,0,
00615,,"Gardiners Road (south side of Progress)",,  44.246541, -76.568398,,,0,
00616,,"Arlington Park Place (west side of Gardiners)",,  44.248812, -76.568396,,,0,
00617,,"Arlington Park Place (east side of Gardiners)",,  44.247850, -76.568038,,,0,
00618,,"Blackburn Mews (north side of Taylor-Kidd)",,  44.250687, -76.570609,,,0,
00619,,"780 Old Colony Road (east side)",,  44.250624, -76.575291,,,0,
00621,,"Holy Cross Secondary (south side of Woodbine)",,  44.258345, -76.596864,,,0,
00622,,"Katharine Crescent (south side of Woodbine)",,  44.258124, -76.600315,,,0,
00623,,"Woodbine Road (east side of Mona)",,  44.257823, -76.603569,,,0,
00624,,"1036 Mona Drive (south side)",,  44.256058, -76.604257,,,0,
00625,,"988 Mona Drive (east side)",,  44.254794, -76.606544,,,0,
00626,,"966 Mona Drive (east side)",,  44.253880, -76.606278,,,0,
00627,,"917 Development Drive (south side)",,  44.241029, -76.584796,,,0,
00628,,"Hudson Drive (north side of Development)",,  44.241131, -76.584743,,,0,
00629,,"Hudson Park (south side of Hudson)",,  44.243621, -76.585620,,,0,
00630,,"Laidlaw Crescent (south side of Hudson)",,  44.245023, -76.589418,,,0,
00631,,"988 Hudson Drive (north side)",,  44.245158, -76.588903,,,0,
00632,,"Pembridge Crescent (north side of Taylor-Kidd)",,  44.249254, -76.585424,,,0,
00634,,"Midland Avenue (south side of Norwest)",,  44.257320, -76.574173,,,0,
00635,,"Sutton Mills Court (east side of Ridley)",,  44.255571, -76.575862,,,0,
00637,,"Nottinghill Avenue (north side of Old Colony)",,  44.255063, -76.579496,,,0,
00638,,"911 Old Colony Road (south side)",,  44.254972, -76.579755,,,0,
00639,,"938 Old Colony Road (north side)",,  44.255017, -76.581677,,,0,
00640,,"Purcell Crescent (south side of Old Colony)",,  44.254904, -76.581944,,,0,
00641,,"Woodbine Road (east side of Bayridge)",,  44.258761, -76.583859,,,0,
00642,,"Woodbine Road (west side of Bayridge)",,  44.258000, -76.584267,,,0,
00643,,"Hickorywood Crescent (east side of Cedarwood)",,  44.264933, -76.577314,,,0,
00644,,"706 Cedarwood Drive (west side)",,  44.264939, -76.577468,,,0,
00645,,"Birchwood Drive (north side of Sierra)",,  44.272059, -76.578290,,,0,
00646,,"Sierra Avenue (north side of Tivoli)",,  44.272819, -76.576486,,,0,
00647,,"1245 Midland Avenue (west side)",,  44.268719, -76.574318,,,0,
00648,,"Walmart (west side of Midland)",,  44.263321, -76.574226,,,0,
00649,,"Walmart (east side of Midland)",,  44.264922, -76.573960,,,0,
00651,,"Loblaws (west side of Midland)",,  44.260305, -76.574204,,,0,
00652,,"Redwood Crescent (east side of Cedarwood)",,  44.262207, -76.577885,,,0,
00653,,"Redwood Crescent (north side of Cedarwood)",,  44.262181, -76.578162,,,0,
00654,,"Sprucewood Crescent (south side of Cedarwood)",,  44.261858, -76.580241,,,0,
00655,,"Pinewood Crescent (north side of Cedarwood)",,  44.262068, -76.580570,,,0,
00656,,"Princess Street (east side of Bayridge)",,  44.260287, -76.583360,,,0,
00657,,"Princess Street (west side of Bayridge)",,  44.260641, -76.583377,,,0,
00658,,"Basswood Place (south side of Cedarwood)",,  44.262375, -76.582715,,,0,
00659,,"Basswood Place (north side of Cedarwood)",,  44.262531, -76.582976,,,0,
00660,,"Bayridge Drive (south side of Old Colony)",,  44.255002, -76.585979,,,0,
00661,,"Bayridge Drive (north side of Old Colony)",,  44.255404, -76.586330,,,0,
00663,,"Strand Boulevard (south side of Lancaster)",,  44.253000, -76.591984,,,0,
00664,,"Rowantree Crescent (east side of Lancaster)",,  44.255185, -76.589619,,,0,
00665,,"Newhall Drive (north side of Lancaster)",,  44.256548, -76.591725,,,0,
00666,,"Lancaster Drive (east side of Limestone)",,  44.256778, -76.594944,,,0,
00667,,"Holy Cross School (north side of Woodbine)",,  44.258484, -76.597005,,,0,
00668,,"Katharine Crescent (north side of Woodbine)",,  44.258257, -76.600338,,,0,
00669,,"Mona Drive (north side of Woodbine)",,  44.258042, -76.603081,,,0,
00670,,"Palmerston Crescent (north side of Mona)",,  44.256037, -76.604763,,,0,
00671,,"Sexton Lane (south side of Taylor-Kidd)",,  44.250918, -76.592481,,,0,
00672,,"Strand Boulevard (north side of Taylor-Kidd)",,  44.251219, -76.592503,,,0,
00673,,"Lancaster Drive (east side of Liston)",,  44.252745, -76.593977,,,0,
00675,,"Bridle Path Crescent (north side of Lancaster)",,  44.253065, -76.592390,,,0,
00676,,"Lynwood Drive (south side of Mona)",,  44.253228, -76.604672,,,0,
00677,,"Rockwood Drive (west side of Mona)",,  44.253332, -76.606019,,,0,
00678,,"Humberside Drive (west side of Mona)",,  44.254984, -76.606671,,,0,
00679,,"Dunham Street (north side of Mona)",,  44.253359, -76.604342,,,0,
00680,,"Mona Drive (south side of Hudson)",,  44.248373, -76.602891,,,0,
00681,,"Mona Drive (north side of Hudson)",,  44.248493, -76.602647,,,0,
00682,,"1121 Hudson Drive (south side)",,  44.248475, -76.599868,,,0,
00684,,"Lakeview Avenue (south side of Cranbrook)",,  44.219489, -76.571827,,,0,
00685,,"Cranbrook Street (east side of Chelsea)",,  44.219198, -76.573974,,,0,
00687,,"290 Glen Castle Road (east side of Glen Castle)",,  44.225854, -76.579205,,,0,
00689,,"1055 Hudson Drive (west side)",,  44.247211, -76.594186,,,0,
00690,,"Douglas Avenue (north side of Elliott)",,  44.256124, -76.503758,,,0,
00692,,"Milford Drive (north side of Taylor-Kidd)",,  44.248117, -76.580795,,,0,
00696,,"Pembroke Street (south side of Union)",,  44.224385, -76.509963,,,0,
00697,,"Littlestone Crescent (south side of Davis)",,  44.251579, -76.557863,,,0,
00698,,"Vista Drive (north side of Bath)",,  44.237358, -76.584267,,,0,
00700,,"St. Martha Street (south side of Rose Abbey)",,  44.266354, -76.447311,,,0,
00716,,"Hyde Street (east side of Lakeview)",,  44.222911, -76.571962,,,0,
00717,,"Henderson Boulevard (west side of Lakeview)",,  44.227639, -76.572550,,,0,
00718,,"McEwen Drive (west side of Lakeview)",,  44.224021, -76.572226,,,0,
00725,,"43 Grant Timmins Drive (south side)",,  44.267088, -76.528818,,,0,
00726,,"Binnington Court (north side of Dalton)",,  44.270288, -76.528630,,,0,
00727,,"93 Grant Timmins Drive (south side)",,  44.267436, -76.525053,,,0,
00728,,"Dalton Avenue (east side of Grant Timmins)",,  44.269298, -76.523089,,,0,
00731,,"Owens Crescent (north side of Kingsdale)",,  44.241777, -76.544575,,,0,
00732,,"284 Kingsdale Avenue (south side)",,  44.241619, -76.545139,,,0,
00733,,"Tanner Drive (north side of Bath)",,  44.236873, -76.559501,,,0,
00734,,"Tanner Drive (south side of Bath)",,  44.237135, -76.559826,,,0,
00735,,"Ridley Drive (north side of Norwest)",,  44.257264, -76.577036,,,0,
00736,,"Norwest Road (east side of Ridley)",,  44.257107, -76.576895,,,0,
00737,,"Hudson Park (north side of Hudson)",,  44.243733, -76.585512,,,0,
00739,,"Princess Street east of Bayridge Dr. (north side)",,  44.259475, -76.581311,,,0,
00740,,"2697 Princess Street (south side)",,  44.258622, -76.576862,,,0,
00741,,"2698 Princess Street (north side)",,  44.258825, -76.576571,,,0,
00742,,"Peachwood Street (west side of Birchwood)",,  44.270340, -76.578628,,,0,
00743,,"Peachwood Street (east side of Birchwood)",,  44.270158, -76.578417,,,0,
00744,,"2485 Princess Street (south side)",,  44.258155, -76.566225,,,0,
00745,,"First Canada Avenue (west side of Division)",,  44.264196, -76.498534,,,0,
00746,,"King's Crossing Mall (east side of Division)",,  44.263662, -76.498175,,,0,
00749,,"358 Yonge Street (west side)",,  44.229003, -76.518415,,,0,
00750,,"Churchill Street (west side of Portsmouth)",,  44.222414, -76.525416,,,0,
00751,,"Baiden Street (west side of Portsmouth)",,  44.221509, -76.525308,,,0,
00754,,"Hyde Street (west side of Lakeview)",,  44.222908, -76.572110,,,0,
00755,,"Apprentice Street (south side of Craftsman)",,  44.243111, -76.454527,,,0,
00756,,"Sydenham Street (south side of Johnson)",,  44.230475, -76.487943,,,0,
00758,,"Woodbine Road (east side of Limestone)",,  44.258387, -76.595080,,,0,
00761,,"Elmwood Street (west side of Sir John A Macdonald)",,  44.242647, -76.519530,,,0,
00762,,"Macdonnell Street (north side of Concession)",,  44.241318, -76.505633,,,0,
00765,,"Fairfield Boulevard (north side of Amherst)",,  44.226263, -76.639039,,,0,
00766,,"Upper Park Road (north side of Amherst)",,  44.226105, -76.642479,,,0,
00767,,"Pittsfield Street (north side of Amherst)",,  44.227116, -76.646518,,,0,
00768,,"Manitou Crescent (north side of Amherst)",,  44.227597, -76.650801,,,0,
00774,,"Briscoe Street (west side of Manitou)",,  44.221094, -76.649654,,,0,
00775,,"Loyalist Plaza (south side of Manitou)",,  44.219388, -76.645455,,,0,
00776,,"Sherwood Avenue (south side of Manitou)",,  44.220002, -76.643417,,,0,
00777,,"The Moorings (south side of Bath)",,  44.221462, -76.633553,,,0,
00780,,"Kildare Avenue (west side of Manitou)",,  44.223097, -76.651100,,,0,
00782,,"Kildare Avenue (east side of Kidd)",,  44.222274, -76.655041,,,0,
00785,,"286 Amherst Drive (south side)",,  44.227183, -76.654877,,,0,
00787,,"Pittsfield Street (south side of Amherst)",,  44.226842, -76.646699,,,0,
00788,,"Upper Park Road (south side of Amherst)",,  44.225883, -76.642591,,,0,
00789,,"Fairfield Boulevard (south side of Amherst)",,  44.226031, -76.639204,,,0,
00790,,"Henry Crescent (west side of Loyalist)",,  44.226024, -76.636343,,,0,
00791,,"Addington Street (west side of Loyalist)",,  44.223126, -76.636169,,,0,
00793,,"The Moorings (north side of Bath)",,  44.221603, -76.633644,,,0,
00795,,"Addington Street (east side of Loyalist)",,  44.223099, -76.635769,,,0,
00796,,"Henry Crescent (east side of Loyalist)",,  44.225640, -76.635803,,,0,
00797,,"282 Amherst Drive (north side)",,  44.227427, -76.654647,,,0,
00799,,"Norwest Road (east side of Midland)",,  44.257218, -76.574012,,,0,
00803,,"Henderson Boulevard (east side of Lakeview)",,  44.228025, -76.572422,,,0,
00804,,"Frontenac Secondary School (north side of Bath)",,  44.237833, -76.577243,,,0,
00806,,"Centennial Drive (south side of Bath)",,  44.237431, -76.548205,,,0,
00809,,"172 Glen Castle Road (east side)",,  44.220715, -76.577400,,,0,
00810,,"Camberley Crescent (east side of Glen Castle)",,  44.222486, -76.577568,,,0,
00811,,"McEwen Drive (south side of Bath)",,  44.237462, -76.574973,,,0,
00815,,"RioCan Centre (north side of Taylor-Kidd)",,  44.250980, -76.564802,,,0,
00816,,"940 Gardiners Road (west side)",,  44.257182, -76.568933,,,0,
00819,,"Fortune Crescent (east side of Gardiners)",,  44.272025, -76.568916,,,0,
00822,,"Midland Avenue (south side of Cataraqui Woods)",,  44.267251, -76.573340,,,0,
00824,,"Gardiners Road (south side of Cataraqui Woods)",,  44.267117, -76.570176,,,0,
00826,,"Sir John A Macdonald Blvd (south side of Dalton)",,  44.268811, -76.520646,,,0,
00827,,"442 Dalton Avenue (south side)",,  44.268863, -76.513062,,,0,
00828,,"295 Dalton Avenue (north side)",,  44.268899, -76.512009,,,0,
00829,,"259 Dalton Avenue (north side)",,  44.267981, -76.507579,,,0,
00830,,"St. Remy Place (south side of Dalton)",,  44.267858, -76.510365,,,0,
00831,,"King's Crossing Mall (north side of Dalton)",,  44.265887, -76.503580,,,0,
00832,,"Weller Avenue (east side of First Canada)",,  44.263080, -76.497046,,,0,
00833,,"MTO Office (south side of John Counter)",,  44.258976, -76.514841,,,0,
00834,,"Aberfoyle Road (north side of John Counter)",,  44.258995, -76.522664,,,0,
00835,,"Aberfoyle Road (south side of John Counter)",,  44.258909, -76.521714,,,0,
00836,,"Indian Road (north side of John Counter)",,  44.258954, -76.525280,,,0,
00837,,"Indian Road (south side of John Counter)",,  44.258826, -76.525261,,,0,
00838,,"VIA Rail Station (north side of John Counter)",,  44.258762, -76.535521,,,0,
00839,,"VIA Rail Station (south side of John Counter)",,  44.258585, -76.535442,,,0,
00841,,"Norris Court (east side of Gardiners)",,  44.263105, -76.568621,,,0,
00842,,"O'Connor Drive (east side of Gardiners)",,  44.259691, -76.568480,,,0,
00843,,"Johnson Street (east side of Portsmouth)",,  44.230605, -76.526058,,,0,
00845,,"Miles Avenue (east side of Portsmouth)",,  44.234892, -76.527328,,,0,
00846,,"Van Order Drive (east side of Portsmouth)",,  44.237881, -76.528221,,,0,
00847,,"Conacher Drive (east side of Wilson)",,  44.265891, -76.487594,,,0,
00848,,"640 Cataraqui Woods Drive (south side)",,  44.266914, -76.567121,,,0,
00849,,"Clyde Court (south side of Cataraqui Woods)",,  44.268156, -76.563374,,,0,
00850,,"Centennial Drive (south side of Cataraqui Woods)",,  44.269264, -76.559327,,,0,
00851,,"Atkinson Street (west side of Centennial)",,  44.267253, -76.559329,,,0,
00852,,"Emerald Street (south side of Crossfield)",,  44.264288, -76.557559,,,0,
00854,,"Cataraqui Woods Drive (west side of Midland)",,  44.266605, -76.574260,,,0,
00855,,"Seniors Centre (east side of Francis)",,  44.224719, -76.521791,,,0,
00856,,"1341 Crossfield Avenue (south side)",,  44.264302, -76.554708,,,0,
00857,,"1181 Crossfield Avenue (south side)",,  44.264811, -76.549730,,,0,
00858,,"Chadwick Parkette (west side of Andersen)",,  44.262070, -76.548493,,,0,
00860,,"Oak Street (west side of Kingscourt)",,  44.250072, -76.502006,,,0,
00861,,"Seventh Avenue (west side of Kingscourt)",,  44.247617, -76.501720,,,0,
00862,,"Fifth Avenue (west side of Kingscourt)",,  44.246378, -76.501709,,,0,
00863,,"Third Avenue (west side of Kingscourt)",,  44.244750, -76.501598,,,0,
00865,,"Concession Street (west side of Kingscourt)",,  44.241484, -76.501213,,,0,
00866,,"Amherst Drive (west side of Pratt)",,  44.221967, -76.667488,,,0,
00867,,"Kildare Avenue (west side of Pratt)",,  44.219832, -76.666107,,,0,
00868,,"Davey Crescent (south side of Kidd)",,  44.217396, -76.659221,,,0,
00869,,"Jordyn's Court (south side of Kidd)",,  44.219100, -76.653914,,,0,
00871,,"Kildare Avenue (east side of Pratt)",,  44.219992, -76.665663,,,0,
00872,,"Amherst Drive (east side of Pratt)",,  44.222108, -76.667115,,,0,
00873,,"Briscoe Street (east side of Sherwood)",,  44.222750, -76.644579,,,0,
01017,,"277 Bath Road (north side)",,  44.239879, -76.526026,,,0,
02001,,"Kirkpatrick Street (west side of Division)",,  44.253245, -76.496787,,,0,
02002,,"Pembridge Crescent (south side of Taylor-Kidd)",,  44.249032, -76.585456,,,0,
02008,,"Lafleur Park (south side of Bath)",,  44.239980, -76.523326,,,0,
02010,,"Wellington Street (west side of Highway 15)",,  44.241263, -76.459233,,,0,
02012,,"Dalgleish Ave (west side of Rose Abbey)",,  44.261536, -76.449613,,,0,
02013,,"102 Virginia Street (north side)",,  44.271040, -76.485045,,,0,
02015,,"Briceland Street (west side of Montreal)",,  44.259441, -76.482012,,,0,
02016,,"Weller Avenue (east side of Wilson)",,  44.262710, -76.486493,,,0,
02017,,"300 Conacher Drive (north side)",,  44.266331, -76.494754,,,0,
02018,,"Worthington Park (south side of Weller)",,  44.261655, -76.493208,,,0,
02019,,"Helen Henderson Centre (north side of Amherst)",,  44.226173, -76.659035,,,0,
02021,,"Division Street (south side of Elliott)",,  44.256264, -76.497776,,,0,
02022,,"John Counter Boulevard (west side of Montreal)",,  44.256165, -76.483170,,,0,
02023,,"Village Drive (west side of Montreal)",,  44.254714, -76.483517,,,0,
02025,,"Railway Street (west side of Montreal)",,  44.248049, -76.487062,,,0,
02026,,"Railway Street (west side of Division)",,  44.247631, -76.495899,,,0,
02027,,"Fifth Avenue (east side of Kingscourt)",,  44.246356, -76.501483,,,0,
02029,,"362 Montreal Street (west side)",,  44.241295, -76.487718,,,0,
02030,,"Rideaucrest Home (west side of Rideau)",,  44.237840, -76.482891,,,0,
02031,,"Ordnance Street (east side of Montreal)",,  44.234601, -76.484947,,,0,
02043,,"St. Mary's of the Lake Hosp. (north side of Union)",,  44.225499, -76.506318,,,0,
02044,,"Regent Street (south side of Park)",,  44.238337, -76.509536,,,0,
02046,,"Wright Crescent (west side of Palace)",,  44.239632, -76.514526,,,0,
02047,,"Leroy Grant Drive (west side at walkway)",,  44.257940, -76.506180,,,0,
02050,,"MTO Office (north side of John Counter)",,  44.259148, -76.514891,,,0,
02052,,"Westdale Avenue (south side of Bath)",,  44.240747, -76.513582,,,0,
02056,,"Johnson Street (east side of Yonge)",,  44.230428, -76.518397,,,0,
02059,,"125 Van Order Drive (east side)",,  44.237487, -76.519895,,,0,
02060,,"290 Bath Road (south side)",,  44.239741, -76.526009,,,0,
02061,,"Portsmouth Avenue (south side of Bath)",,  44.239214, -76.530351,,,0,
02062,,"Grenville Road (south side of Bath)",,  44.238863, -76.533514,,,0,
02063,,"258 Queen Mary Road (west side)",,  44.237798, -76.536018,,,0,
02064,,"Notch Hill Road (east side of Queen Mary)",,  44.237260, -76.535535,,,0,
02065,,"204 Queen Mary Road (west side)",,  44.235764, -76.534904,,,0,
02066,,"211 Queen Mary Road (east side)",,  44.235916, -76.534787,,,0,
02067,,"Queen Mary Road (north side of Robert Wallace)",,  44.234486, -76.533048,,,0,
02068,,"Mowat Avenue (south side of King)",,  44.220637, -76.520767,,,0,
02069,,"Beechgrove (south side of King)",,  44.220466, -76.522960,,,0,
02072,,"1000 King Street West (south side)",,  44.219858, -76.535223,,,0,
03000,,"Stuart Street (east side of Lower University)",,  44.224054, -76.494881,,,0,
03001,,"Lower University Avenue (south side of Stuart)",,  44.224196, -76.495258,,,0,
